cd,txt,addr,addr2,city,state,zip,phone,contact1,nation,fax,cvo_type,homehtml,ver_elec,newcd,email,payfee,link,autofax,autoemail,latitude,longitude,inactive,extension,note,cme_reqhours,username,password,LegacyCD,obsolete,lastvalidated,validatedby,CertificationBody,isValidate,LicNumRequired,isWFV,isCredStrm,Needs_Search_Info,Search_Info_Text,isManual
GABPT     ,Georgia State Board of Physical Therapy                                                                                                                                                                                                                                                                     ,237 Coliseum Dr,                                                                           ,Macon                         ,GA,31217-3858,(478) 207-1300,                                                                                                    ,                    ,(478) 207-1363,   ,https://secure.sos.state.ga.us/myverification/                                                      ,1,      ,                                                                                                    ,0,1636337,0,0,0,0,0,,,0,,,,0,,,,1,1,1,1,0,,0
GACA      ,Georgia Addiction Counselors Association                                                                                                                                                                                                                                                                    ,4015 S Cobb Dr Se,Ste 160                                                                    ,Smyrna                        ,GA,30080-6380,(770) 434-1000,                                                                                                    ,United States       ,(770) 434-3144,   ,https://www.gaca.org,0,      ,gaca@gaca.org                                                                                       ,0,1638090,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GADC      ,Georgia Board of Chiropractic Examiners                                                                                                                                                                                                                                                                     ,237 Coliseum Dr,                                                                           ,Macon                         ,GA,31217-3858,(478) 207-2440,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification/                                                      ,1,      ,                                                                                                    ,0,1636338,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GADIET    ,Georgia Board of Examiners of Licensed Dietitians                                                                                                                                                                                                                                                           ,237 Coliseum Dr,                                                                           ,Macon                         ,GA,31217-3858,(478) 207-2440,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification/,1,      ,                                                                                                    ,0,1636339,0,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GAEMS     ,Georgia Department of Public Health-EMS                                                                                                                                                                                                                                                                     ,2 Peachtree St Nw Fl 15,Nw 15Th Fl                                                                 ,Atlanta                       ,GA,30303-3186,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637486,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GAMDC     ,Georgia Medicaid                                                                                                                                                                                                                                                                                            ,2 Peachtree St Nw,                                                                           ,Atlanta                       ,GA,30303,(404) 651-8681,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637807,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GAMFT     ,Georgia Board of Marriage & Family Therapists                                                                                                                                                                                                                                                               ,237 Coliseum Dr                                                                                                                                       ,"Composite Board of Pc, Sw, Mft                                             ",Macon                         ,GA,31217,(478) 207-1670,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification/                                                      ,1,      ,                                                                                                    ,0,1636340,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GANAID    ,Georgia Nurse Aide Registry                                                                                                                                                                                                                                                                                 ,PO Box 105753,                                                                           ,Atlanta                       ,GA,30348,(800) 414-4358,                                                                                                    ,                    ,              ,   ,https://www.mmis.georgia.gov/portal/ResourceProxy.aspx?iCProxyTo=MS1OdXJzZUFpZGVTZWFyY2guYXNweA%3D%3D,1,      ,kelli.hood@aaphc.org                                                                                ,0,1637878,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GANAR     ,Georgia Nurse Aide Registry                                                                                                                                                                                                                                                                                 ,Po Box 105753,                                                                           ,Atlanta                       ,GA,30348,(800) 414-4358,                                                                                                    ,United States       ,              ,   ,,0,      ,kelli.hood@aaphc.org                                                                                ,0,1637892,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GANS      ,Georgia Board of Nursing                                                                                                                                                                                                                                                                                    ,237 Coliseum Dr,                                                                           ,Macon                         ,GA,31217-3858,(478) 207-2440,                                                                                                    ,United States       ,              ,   ,https://verify.sos.ga.gov/verification/,1,      ,                                                                                                    ,0,1636341,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GAOPT     ,Georgia State Board of Optometry                                                                                                                                                                                                                                                                            ,237 Coliseum Dr                                                                                                                                       ,License Verification                                                       ,Macon                         ,GA,31217,(478) 207-1686,                                                                                                    ,                    ,(478) 207-1699,   ,https://secure.sos.state.ga.us/myverification/                                                      ,1,      ,                                                                                                    ,0,1636342,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GAOT      ,Georgia Board of Occupational Therapy                                                                                                                                                                                                                                                                       ,237 Coliseum Dr,                                                                           ,Macon                         ,GA,31217-3858,(478) 207-1620,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification,1,      ,                                                                                                    ,0,1636343,0,0,0,0,0,,,0,,,,0,,,,1,1,1,1,0,,0
GAPA      ,Georgia Composite State Board of Medical Exam-Physician Assistant                                                                                                                                                                                                                                           ,2 Peachtree St Nw Ste 3900,                                                                           ,Atlanta                       ,GA,30303-3171,(404) 656-3913,                                                                                                    ,                    ,(404) 656-9723,   ,http://services.georgia.gov/dch/mebs/startSearch.do,1,11,                                                                                                    ,0,1636344,0,0,0,0,0,,,0,,,,0,,,,1,1,1,1,0,,1
GAPC      ,Georgia Board of Professional Counselors                                                                                                                                                                                                                                                                    ,237 Coliseum Dr                                                                                                                                       ,"Composite Board of Pc, Sw, Mft                                             ",Macon                         ,GA,31217,(478) 207-1610,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification/                                                      ,1,      ,                                                                                                    ,0,1636345,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GAPOD     ,Georgia State Board of Podiatry                                                                                                                                                                                                                                                                             ,237 Coliseum Dr                                                                                                                                       ,License Verification                                                       ,Macon                         ,GA,31217-3858,(478) 207-1686,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification/                                                      ,1,      ,                                                                                                    ,0,1636346,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GAPS      ,Georgia State Board of Examiners of Psychologists                                                                                                                                                                                                                                                           ,237 Coliseum Dr,                                                                           ,Macon                         ,GA,31217-3858,(478) 207-2440,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification/                                                      ,1,      ,                                                                                                    ,0,1636347,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GASLA     ,"Georgia Board of Speech-Language Path, Audiology                                                                                                                                                                                                                                                            ",237 Coliseum Dr,                                                                           ,Macon                         ,GA,31217-3858,(478) 207-2440,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification,1,      ,                                                                                                    ,0,1636348,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GASW      ,Georgia Board of Social Workers                                                                                                                                                                                                                                                                             ,237 Coliseum Dr                                                                                                                                       ,"Composite Board of Pc, Sw, Mft                                             ",Macon                         ,GA,31217,(478) 207-1670,                                                                                                    ,                    ,              ,   ,https://secure.sos.state.ga.us/myverification/,1,      ,                                                                                                    ,0,1636349,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GDCH      ,Georgia Department of Community Health                                                                                                                                                                                                                                                                      ,2 Peachtree St Nw,                                                                           ,Atlanta                       ,GA,          ,              ,                                                                                                    ,                    ,              ,   ,http://dch.georgia.gov/,0,      ,                                                                                                    ,0,1637352,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GDPHCS    ,Guam Department of Public Health-Controlled Substances                                                                                                                                                                                                                                                      ,PO Box 2816,                                                                           ,Hagatna                       ,GU,96932,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637497,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GEOATH    ,Georgia Board of Athletic Trainers                                                                                                                                                                                                                                                                          ,214 State Capitol Sw,                                                                           ,Atlanta                       ,GA,30334-None,(404) 656-2881,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638207,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
GEORGC    ,Georgia Council on Substance Abuse                                                                                                                                                                                                                                                                          ,2310 Parklake Drive NE,Ste 540                                                                    ,Atlanta                       ,GA,30345,(404) 523-3440,                                                                                                    ,United States       ,              ,   ,https://gasubstanceabuse.org/,0,      ,info@gasubstanceabuse.org                                                                           ,0,1638356,0,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GERONT    ,Gerontology Nursing Certification Commission                                                                                                                                                                                                                                                                ,Po Box 56,East Holly Ave                                                             ,Pitman                        ,NJ,8071,(856) 589-7463,                                                                                                    ,United States       ,              ,   ,https://www.gapna.org/certification,0,      ,gncc@ajj.com                                                                                        ,0,1638127,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GU        ,Guam Board of Medical Examiners                                                                                                                                                                                                                                                                             ,1304 E Sunset Blvd,Health Professional Licensing                                              ,Barrigada                     ,GU,96913,(671) 475-0251,                                                                                                    ,Guam                ,              ,   ,,0,      ,                                                                                                    ,25,1636350,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GUA       ,Guam Board of Allied Health Examiners                                                                                                                                                                                                                                                                       ,PO Box 2816                                                                                                                                           ,                                                                           ,Hagatna                       ,GU,96932,              ,                                                                                                    ,USA                 ,              ,   ,                                                                                                    ,0,      ,                                                                                                    ,0,1636351,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GUCDS     ,Guam Department of Public Health & Social Service                                                                                                                                                                                                                                                           ,PO Box 2816                                                                                                                                           ,                                                                           ,Hagatna                       ,GU,96932,              ,                                                                                                    ,                    ,              ,   ,                                                                                                    ,0,      ,                                                                                                    ,0,1636352,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GUMDMV    ,Guam Department of Motor Vehicles                                                                                                                                                                                                                                                                           ,1240 16,                                                                           ,Barrigada                     ,  ,96913,1.67164E+11,                                                                                                    ,Guam                ,              ,   ,https://www.guamtax.com/about/mvd.html,0,      ,                                                                                                    ,0,1637739,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
GUNE      ,Guam Board of Nurse Examiners                                                                                                                                                                                                                                                                               ,PO Box 2816                                                                                                                                           ,Territory of Guam                                                          ,Hagatna                       ,GU,96932,              ,                                                                                                    ,                    ,              ,   ,                                                                                                    ,0,      ,                                                                                                    ,0,1636353,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HAIRES    ,American Board of Hair Restoration Surgery                                                                                                                                                                                                                                                                  ,8840 Calumet Ave,Ste 205                                                                    ,Munster                       ,IN,46321-2546,              ,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638113,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HAWDHE    ,Hawaii Department of Health-Office of Healthcare Assurances                                                                                                                                                                                                                                                 ,1250 Punchbowl St,                                                                           ,Honolulu                      ,HI,96813-2416,(808) 692-7400,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638208,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HAWNAT    ,Hawaii Board of Naturopathic Medicine                                                                                                                                                                                                                                                                       ,PO Box 3469,                                                                           ,Honolulu                      ,HI,96801,(808) 586-2708,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638210,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,1
HAWPHA    ,Hawaii Board of Pharmacy                                                                                                                                                                                                                                                                                    ,335 Merchant St,Ste 301                                                                    ,Honolulu                      ,HI,96813,(808) 586-3000,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638209,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,1
HAWPUS    ,Hawaii Department of Public Safety                                                                                                                                                                                                                                                                          ,3375 Koapaka St,Ste D100                                                                   ,Honolulu                      ,HI,96819-1862,(808) 837-7470,                                                                                                    ,United States       ,              ,   ,https://ned.ehawaii.gov/renewal/search.html?execution=e1s1,1,      ,hawaiicsreg@hawaii.gov                                                                              ,0,1638241,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HAWTEA    ,Hawaii Teacher Standards Board                                                                                                                                                                                                                                                                              ,650 Iwilei Rd,Ste 268                                                                    ,Honolulu                      ,HI,96817,(808) 586-2600,                                                                                                    ,United States       ,(808) 586-2606,   ,https://hawaiiteacherstandardsboard.org/,0,      ,htsb@hawaii.gov                                                                                     ,0,1638354,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HBOEP     ,Hawaii Board of Osteopathic Examiners                                                                                                                                                                                                                                                                       ,335 Merchant St Ste 3,                                                                           ,Honolulu                      ,HI,96813,(808) 586-3000,                                                                                                    ,United States       ,              ,   ,https://cca.hawaii.gov/pvl/boards/medical/,1,      ,                                                                                                    ,0,1637204,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HCCB      ,Health Care Compliance Board                                                                                                                                                                                                                                                                                ,6500 Barrie Rd,Ste 250                                                                    ,Minneapolis                   ,MN,55435-2358,(952) 988-0141,                                                                                                    ,United States       ,(952) 988-0146,   ,,0,      ,                                                                                                    ,0,1637736,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HCCE      ,Health Care Clinic Establishment (Florida Drugs Devices & Cosmetics)                                                                                                                                                                                                                                        ,2601 Blairstone Rd,                                                                           ,Tallahassee                   ,FL,32399-6563,(850) 487-1395,                                                                                                    ,                    ,              ,   ,https://www.myfloridalicense.com/datamart/loginFLDBPR.do;jsessionid=A5DF045A87DE7F6BB7DC4BF80EEEBD61.vo_fldbprm,0,      ,                                                                                                    ,0,1637229,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HCPC      ,HCP Certifications                                                                                                                                                                                                                                                                                          ,316 California Ave Pmb 756,                                                                           ,Reno                          ,NV,89509-1650,(855) 427-6066,                                                                                                    ,USA                 ,              ,   ,,0,      ,info@hcpcertifications.com                                                                          ,0,1637745,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HDODB     ,HDO National Practitioner Data Bank                                                                                                                                                                                                                                                                         ,PO Box 10832                                                                                                                                          ,                                                                           ,Chantilly                     ,VA,20153,              ,                                                                                                    ,United States       ,              ,   ,www.npdb.hrsa.gov,1,      ,                                                                                                    ,0,1636354,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HEALBB    ,Healing Beyond Borders                                                                                                                                                                                                                                                                                      ,445 Union Blvd,Ste 105                                                                    ,Lakewood                      ,CO,80228-1239,              ,                                                                                                    ,                    ,              ,   ,http://healingbeyondborders.org/,0,      ,                                                                                                    ,0,1637354,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HEASTE    ,Healthcare Sterile Processing Association                                                                                                                                                                                                                                                                   ,55 W Wacker Dr,Ste 501                                                                    ,Chicago                       ,IL,60601,(312) 440-0078,                                                                                                    ,United States       ,(312) 440-9474,   ,https://myhspa.org/certification/get-certified.html,0,      ,mailbox@myhspa.org                                                                                  ,0,1638364,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HFAP      ,Healthcare Facilities Accreditation Program                                                                                                                                                                                                                                                                 ,506 N Clark St,Ste 301                                                                    ,Chicago                       ,IL,60654-7100,              ,                                                                                                    ,United States       ,              ,   ,http://www.hfap.org/,1,      ,                                                                                                    ,0,1636355,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HHADAD    ,Hawaii Department of Health - Alcohol and Drug Abuse Division                                                                                                                                                                                                                                               ,601 Kamokila Blvd,                                                                           ,Kapolei                       ,HI,96707,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1638350,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HI        ,Hawaii Board of Medical Examiners                                                                                                                                                                                                                                                                           ,PO Box 3469                                                                                                                                           ,                                                                           ,Honolulu                      ,HI,96801,(808) 587-3295,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,12,                                                                                                    ,0,1636356,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,1
HI/D      ,Hawaii State Board of Dental Examiners                                                                                                                                                                                                                                                                      ,PO Box 3469                                                                                                                                           ,Commerce & Consumer Affairs                                                ,Honolulu                      ,HI,96801,(808) 587-3295,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,      ,                                                                                                    ,0,1636357,1,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,1
HIACU     ,Hawaii State Board of Acupuncture                                                                                                                                                                                                                                                                           ,PO Box 3469                                                                                                                                           ,                                                                           ,Honolulu                      ,HI,96801,(808) 586-2698,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,      ,                                                                                                    ,0,1636358,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HICDS     ,Hawaii State Department of Public Safety-CDS-Unverifiable                                                                                                                                                                                                                                                   ,919 Ala Moana Blvd,Fl 4Th                                                                     ,Honolulu                      ,HI,96814,(808) 837-8470,                                                                                                    ,                    ,              ,   ,                                                                                                    ,0,      ,                                                                                                    ,0.97,1636359,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HICHIR    ,Hawaii State Board of Chiropractic                                                                                                                                                                                                                                                                          ,PO Box 3469                                                                                                                                           ,                                                                           ,Honolulu                      ,HI,96801,(808) 586-2698,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,      ,                                                                                                    ,0,1636360,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,1
HICSC     ,Hawaii Controlled Substance Certificate                                                                                                                                                                                                                                                                     ,,                                                                           ,                              ,  ,          ,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637537,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HIDC      ,Hawaii Department of Commerce/Consumer Affairs Licensing                                                                                                                                                                                                                                                    ,PO Box 3469                                                                                                                                           ,                                                                           ,Honolulu                      ,HI,96801,(808) 587-3295,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,      ,                                                                                                    ,0,1636361,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,1
HIDHYG    ,Hawaii State Board of Dental Hygienists                                                                                                                                                                                                                                                                     ,PO Box 3469                                                                                                                                           ,                                                                           ,Honolulu                      ,HI,96801,(808) 586-3000,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,      ,                                                                                                    ,0,1636362,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HIMC      ,,,                                                                           ,                              ,  ,          ,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637830,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
HIMFT     ,Hawaii State Board of Marriage & Family Therapists                                                                                                                                                                                                                                                          ,PO Box 3469                                                                                                                                           ,                                                                           ,Honolulu                      ,HI,96801,(808) 586-2693,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,      ,                                                                                                    ,0,1636363,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,1
HIMT      ,Hawaii State Board of Massage Therapy                                                                                                                                                                                                                                                                       ,PO Box 3469                                                                                                                                           ,                                                                           ,Honolulu                      ,HI,96801,(808) 586-2694,                                                                                                    ,                    ,              ,   ,http://pvl.ehawaii.gov/pvlsearch/app,1,      ,                                                                                                    ,0,1636364,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
