Record_Data,TFIDF_Matched,TFIDF_Max_Scores,W2VEC_Matched,W2VEC_Max_Scores,GPT3_Matched,GPT3_Max_Scores
"Ohio Board of Nursing,17 South High St,Ste 400,Columbus,OH,432157410","Ohio State Board of Nursing,17 S High St,Ste 660,Columbus,43215-3466,United States",0.48963565203400655,"Vermont Board of Pharmacy,89 Main St,Ste 3,Montpelier,5620,United States",0.99962515,"Ohio State Board of Nursing,17 S High St,Ste 660,Columbus,43215-3466,United States",0.9700266873554516
"Michigan Nursing Board,MI",Michigan Board of Pharmacy,0.4092428002583033,"Michigan Community Health Worker Alliance,901 Tower Dr,Ste 420,Troy,48098-2827,United States",0.99912924,Michigan Board of Pharmacy,0.9080080478746685
"California State Board of Dentistry,CA","Pennsylvania State Board of Dentistry,PO Box 2649,Harrisburg,17105",0.3089675677300548,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.999746,"Dental Board of California,2005 Evergreen St Ste 1550,Sacramento,95815-3894",0.9084904629579954
"Mississippi Board of Nursing,MS","Mississippi Board of Occupational Therapy,Po Box 1700,Professional Licensure / Ms State Department Of He,Jackson,39215-1700",0.39253936562053193,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.9993176,"Mississippi Board of Nursing,1935 Lakeland Dr,Ste B,Jackson,39216",0.9203620818576694
"The American Dietetic Association,216 West Jackson Blvd,Chicago,IL,60606","American Dietetic Association,120 S Riverside Plz Ste 2000,Chicago,60606-6995",0.34607543142292385,"The American Society for Metabolic & Bariatric Surgery,14407 Sw 2Nd Pl Ste F3,Newberry,32669,United States",0.9993718,"American Dietetic Association,120 S Riverside Plz Ste 2000,Chicago,60606-6995",0.9670235712546595
"New Jersey Board of Nursing,124 Halsey St,Newark,NJ,07102","New Jersey State Board of Respiratory Care,124 Halsey St,# 6,Newark,7101,United States",0.6211441352993378,"New Jersey Board of Nursing,PO Box 45010,Newark,7101",0.9997255,"New Jersey State Board of Respiratory Care,124 Halsey St,# 6,Newark,7101,United States",0.9379135715607495
"New Mexico Board of Osteopathic Medical Examiners,PO Box 25101,Santa Fe,NM,87505","New Mexico Board of Social Workers Examiners,PO Box 25101,Santa Fe,87504-5101",0.5764052889095383,"New Hampshire Board of Chiropractic Examiners,29 Hazen Dr,Concord,03301-6510",0.99971175,"New Mexico Board of Osteopathic Medical Examiners,2550 Cerrillos Rd Fl 2,Santa Fe,87505-3260",0.9725037778838648
"Florida Board of Medicine,2020 Capital Circle SE BIN C03,Tallahassee,FL,323993253","Florida Board of Osteopathic Medicine,4052 Bald Cypress Way,Bin C-06,Tallahassee,32399,United States",0.256101759030202,"Hawaii Board of Medical Examiners-Physician Assistant,PO Box 3469,Honolulu,96801",0.999534,"Florida Board of Medicine,4052 Bald Cypress Way , Bin # C01,Medical Quality Assurance/Licensure Information,Tallahassee,32399,United States",0.9384185725189268
"California Department of Consumer Affairs,Online,CA","California Department of Consumer Affairs,1426 Howe Ave Ste 54,Sacramento,95825-3204",0.35820786510705493,Colorado Department of Education,0.99962586,"California Department of Consumer Affairs,1426 Howe Ave Ste 54,Sacramento,95825-3204",0.8940487431224139
"NBSTSA,6 West Dry Creek Circle,Ste 100,Littleton,CO,80120","Association of Surgical Technologists,6 W Dry Creek Cir Ste 200,Littleton,80120-8031",0.4790377194049053,"Council on Quality & Leadership,100 West Rd,Ste 300,Towson,21204-2370",0.99818254,"Association of Surgical Technologists,6 W Dry Creek Cir Ste 200,Littleton,80120-8031",0.919581203220434
"DC Health - Health Regulation & Licensing Admin,899 North Capito Street NE,2nd Fl,Washington, DC,20002","D.C. Board of Nursing,899 N Capitol St Ne,Health Professional Licensing Administration,Washington,20002",0.3715679500013693,"Department of Health Environmental Health Administration,51 N St Ne Rm 6025,Bureau Of Food, Drug And Radiation Protection,Washington,20002",0.9995478,"Department of Health D.C. License Search,899 N Capitol St Ne,Washington,20002",0.9389259702915764
"New York State Education Department Office of the Professions,89 Washington Ave,Albany,NY,45567","New York State Board of Nursing,89 Washington Ave 2,Office Of Professions,Albany,12234-1000",0.5768282297355691,"New York State Education Department Division of Professional License Service,89 Washington Ave,New York Status Education Building,Albany,12234",0.9997453,"New York State Education Department Division of Professional License Service,89 Washington Ave,New York Status Education Building,Albany,12234",0.9570222482823564
"Maine Board of Licensure in Medicine,137 State House Station,161 Capitol Street,Augusta,ME,04333-0143","Maine State Board of Medical Examiners,161 Capitol St,137 State House Station,Augusta,04330-6211",0.5855116042888151,"Georgia Board of Athletic Trainers,214 State Capitol Sw,Atlanta,30334-None,United States",0.99974453,"Maine Board of Licensure in Medicine,137 State House Sta,Augusta,04333-0137",0.9885356586631101
Pharmacy,Washington State Board of Pharmacy,0.677683700813532,"Pharmacy Technician Certification Board,2215 Constitution Ave Nw,Ste 101,Washington,20037-2907",0.99704015,Michigan Board of Pharmacy,0.8747019693831695
"New Hampshire Medical Board,121 South Fruit Street,Ste 301,Concord,NH,03301","New Hampshire Medical Board,121 S Fruit St,Concord,03301-2412",0.6792208742246418,"New Hampshire Medical Board,121 S Fruit St,Concord,03301-2412",0.999338,"New Hampshire Medical Board,121 S Fruit St,Concord,03301-2412",0.9874624418384055
"Controlled Substance,Nevada State Board of Pharmacy,555 Double Eagle Court, #1100,Reno,NV,89511",Nevada Controlled Substance Certificate,0.34502453866428534,"Louisiana State Board of Chiropractic Examiners,8621 Summa Ave,License Verification,Baton Rouge,70809",0.99968266,"Nevada State Board of Pharmacy,431 W Plumb Ln,Reno,89509-3766",0.9204321921241194
"West Virginia Board of Osteopathic Medicine,405 Capital Street,Suite 402,Charleston,WV,25301","West Virginia Board of Osteopathy-Physician Assistants,405 Capitol St,Ste 402,Charleston,25301",0.5517990218529956,"Michigan Board of Osteopathic Medicine & Surgery,PO Box 30670,Lansing,48909",0.9995664,"West Virginia Board of Osteopathy,405 Capitol St Ste 402,Charleston,25301-1784",0.9809176510074628
"D.C. Department of Health Board of Medicine,899 North Capitol St NE,First Floor,Washington DC,20002","Washington D.C. Board of Pharmacy,899 N Capitol St Ne,Washington,20002,United States",0.5782935241110786,"South Dakota Board of Examiners of Psychologists,810 N Main St Pmb 298,Spearfish,57783-2166",0.9995416,"District of Columbia Board of Medicine,899 N Capitol St Ne,Washington,20002,United States",0.956950492835295
BLS,"American BLS,12864 Biscayne Blvd Pmb 445,North Miami,33181-2007,United States",0.327799430747252,"ACLS PALS BLS Nationwide Health Training,12400 SE 38th St,Bellevue,98006,United States",0.9734609,Basic Life Support,0.8766612652497972
ACLS,Z-ACLS Certification Institute,0.7149522459066243,California Commission on Teacher Credentialing,0.99443066,Z-ACLS Certification Institute,0.8771199587786837
CPR,CPR Certification,0.8321875667550082,"CPR For LIFE,2905 Salvo Ave,Concord,94519,United States",0.99861133,CPR Certification,0.9161174610636964
Controlled SubstanceNV,Washington D.C. Controlled Substance Certificate,0.2826533304630888,Texas Controlled Substance Certificate,0.9973588,Nevada Controlled Substance Certificate,0.9173944449044298
Other ID Number,"Illinois Alcohol & Other Drug Abuse Professional Certification Association,401 E Sangamon Ave,Springfield,62702-1742,United States",0.19855425361572462,"Japan Radiological Society,5 Chome 1 16 Hongo,Bunkyo City,Tokyo,Japan",0.9763702,"Idaho Department of Motor Vehicles,PO Box 7129,Boise,83707,United States",0.8087094513541093
American Heart Association,"American Safety and Heart Institute,United States",0.5081792582888067,American Dental Assistants Association,0.9993664,"American Safety and Heart Institute,United States",0.899323682810754
PALS,"ACLS PALS BLS Nationwide Health Training,12400 SE 38th St,Bellevue,98006,United States",0.3251340732642362,"Family Nurse Practitioner-Board Certified,500 Midway Dr,Mount Prospect,60056-5811,USA",0.94366235,Pediatric Advanced Life Support,0.8529062374008715
Neonatal Resuscitation,American Resuscitation Council,0.537949919442861,"Neonatal Resuscitation Program,345 Park Blvd,Itasca,60143,United States",0.99654615,Neonatal Advanced Life Support,0.9174168846796444
Registered Nurse,"Texas Board of Nursing-Advanced Practice Registered Nurse,333 Guadalupe St,Ste 3-460,Austin,78701,United States",0.4093776425912258,"American Nurses Credentialing Center-Gerontological Nurse Practitioner,8515 Georgia Ave,Ste 400,Silver Spring,20910-3492,United States",0.99904734,Association of Registered Nurses of Newfoundland,0.8711448199009084
"Alaska Board of Nursing,550 W 7th Ave,Ste 1500,Anchorage,AK,99501-3567","Alaska Department of Commerce Community & Economic Development,550 W 7Th Ave,Ste 1535,Anchorage,99501-3569,United States",0.49396646143021306,"Tennessee Board of Occupational & Physical Therapy,710 James Robertson Pkwy,Dept of Health,Nashville,37243",0.99968046,"Alaska Board of Nursing,PO Box 110806,Juneau,99811-0806",0.9379703136131374
ATLS,No Match,0.0,QPRAC,0.22076024,Advanced Trauma Life Support,0.8560892881263237
"CCI,2170 South Parker Road,Ste 120,Denver,CO,80231","Competency & Credentialing Institute,2170 S Parker Rd Ste 295,Denver,80231-5747",0.4529811274719535,"North Carolina Respiratory Care Board,125 Edinburgh South Dr,Ste 100,Cary,27511-6484,United States",0.997082,"Competency & Credentialing Institute,2170 S Parker Rd Ste 295,Denver,80231-5747",0.9136683971580698
"NCCPA,12000 Findley Rd,Ste 100,Johns Creek,GA,30097","National Commission On Certification of Physician Assistants-Emergency Medicine,12000 Findley Rd,Ste 100,Johns Creek,30097-1484,USA",0.6200823745376393,"Commission on Rehabilitation Counselor Certification,1699 E Woodfield Rd,Ste 300,Schaumburg,60173-4957",0.99873465,"National Commission On Certification of Physician Assistants-Emergency Medicine,12000 Findley Rd,Ste 100,Johns Creek,30097-1484,USA",0.8842003377069524
"XXXXXAmerican Association of Nurse Practitioners,DO NOT USE,Austin,TX,78711","American Association of Nurse Practitioners,Po Box 12846,Certification Administration,Austin,78711,United States",0.4234630200906585,"American Association of Naturopathic Physicians-Pediatric Association of Naturopathic Physicians,PO Box 20665,Juneau,99802,United States",0.99941945,"American Association of Nurse Practitioners,Po Box 12846,Certification Administration,Austin,78711,United States",0.9153036802926717
"Oregon State Board of Nursing,17938 SW Upper Boones Ferry Rd,Portland,OR,97224","Oregon Board of Nursing,17938 Sw Upper Boones Ferry Rd,Portland,97224-7012",0.863666733593063,"Nevada State Board of Medical Exam-Physician Assistant,PO Box 7238,Reno,89510,United States",0.99966365,"Oregon Board of Nursing,17938 Sw Upper Boones Ferry Rd,Portland,97224-7012",0.9814301192660881
"XXXXAmerican Academy of Nurse Practitioners,PO Box 12926,Austin,TX,78711-2926","American Academy of Nurse Practitioners,PO Box 12926,Certification Program,Austin,78711,United States",0.6464563430530996,"National Conference of Gerontological Nurse Practitioners,PO Box 5831,Bethesda,20824-5831",0.9995259,"American Academy of Nurse Practitioners,PO Box 12926,Certification Program,Austin,78711,United States",0.9741437878706821
"ANCC,8515 Georgia Ave,Ste 400,Silver Spring,MD,209103492","American Nurses Association,8515 Georgia Ave,Ste 400,Silver Spring,20910,United States",0.5327182713527127,"American Nurses Credentialing Center-Family Psychiatric & Mental Health Nurse Practitioner,8515 Georgia Ave,Ste 400,Silver Spring,20910,United States",0.99898964,"American Nurses Credentialing Center,8515 Georgia Ave,Ste 400,Silver Spring,20910-3492,United States",0.9368018145305345
"NASC,8547 E Arapahoe Rd,Ste J410,Greenwood Village,CO,80112","Alabama State Board of Pharmacy,111 Village St,Birmingham",0.1813756534026846,"Ohio Developmental Disabilities Abuser Registry,30 E Broad St,Columbus,43215",0.999012,"Arapahoe Community College,5900 S Santa Fe Dr,Littleton,80120-1801,United States",0.8700812852414824
Controlled SubstanceMI,Washington D.C. Controlled Substance Certificate,0.2826533304630888,Indiana Controlled Substance Certificate,0.9982682,Michigan Controlled Substance Certificate,0.8945169691128624
"North Carolina Board of Nursing,4516 Lake Boone Trail,Raleigh,NC,27607","North Carolina Board of Podiatry Examiners,1500 Sunday Dr Ste 102,Raleigh,27607-5151",0.32718191533550656,North Carolina Board of Marriage & Family Therapy,0.99910086,"North Carolina Board of Nursing,PO Box 2129,Raleigh,27602",0.9446481566374679
"Florida Board of Mental Health Professions,4052 Bald Cypress Way,Bin C-08,Tallahassee,FL,32399-3258","State of Florida Department of Health,4052 Bald Cypress Way,Tallahassee,32399,United States",0.634920367866334,"Florida Board of Pharmacy,4052 Bald Cypress Way,Bin C-04,Tallahassee,32399-7017,United States",0.99985045,"Florida Board of Mental Health Counselors,4052 Bald Cypress Way , Bin # C01,Medical Quality Assurance/Licensure Information,Tallahassee,32399-3251",0.9709123019283881
"California Medical Board,CA",California Medical Board 805 Report,0.33696351508181327,"State of Nevada Emergency Medical Systems,4150 Technology Way,Ste 101,Carson City,89706-2028,United States",0.9990886,California Medical Board 805 Report,0.9244870740563883
"Maryland Department of Health and Mental Hygiene,4201 Patterson Ave,Baltimore,MD,21215","Maryland Board of Dietetic Practice,4201 Patterson Ave,Dept Of Health/Mental Hygiene,Baltimore,21215",0.7529584738860488,"Arizona Department of Health Services Bureau of Radiation Control,4814 S 40th St,Phoenix,85040,United States",0.9997543,"Maryland Board of Dietetic Practice,4201 Patterson Ave,Dept Of Health/Mental Hygiene,Baltimore,21215",0.9441510962501507
"Delaware State Board of Medical Examiners,861 Silver Lake Blvd.,Cannon Building Suite 203,Dover,DE,19904","Delaware State Board of Dental Examiners,861 Silver Lake Blvd Ste 203,Dover,19904-2467",0.683350568456682,"Utah State Board of Nursing,PO Box 146741,Salt Lake City,84114-6741",0.9991803,"Delaware State Board of Dental Examiners,861 Silver Lake Blvd Ste 203,Dover,19904-2467",0.9528565528098444
"Nevada Department of Health & Human Services,4126 Technology Way,# 100,Carson City,NV,89706","Nevada Division of Public & Behavioral Health,4150 Technology Way,Carson City,89706,United States",0.5575954935202355,Montana Department of Public Health & Human Services,0.9998081,"Nevada Division of Public & Behavioral Health,4150 Technology Way,Carson City,89706,United States",0.9544996403431129
Controlled Substance,Washington D.C. Controlled Substance Certificate,0.7393812807555018,Oklahoma Controlled Substance Certificate,0.9995084,Washington D.C. Controlled Substance Certificate,0.8906198906236412
"Illinois Board of Nursing,IL","Illinois Board of Nursing,100 W Randolph St,Ste 9-300,Chicago,60601,United States",0.35722314928523763,"Pennsylvania State Board of Licensed Acupuncture,PO Box 2649,C/O State Board of Osteopathic Medicine,Harrisburg,17105-2649",0.9992959,"Illinois Board of Nursing,100 W Randolph St,Ste 9-300,Chicago,60601,United States",0.922019252251553
"Florida Board of Medicine,FL",Florida Department of Motor Vehicles,0.38118295074819025,"Pennsylvania State Board of Licensed Acupuncture,PO Box 2649,C/O State Board of Osteopathic Medicine,Harrisburg,17105-2649",0.9995134,"Florida Board of Medicine,4052 Bald Cypress Way , Bin # C01,Medical Quality Assurance/Licensure Information,Tallahassee,32399,United States",0.8985825707455867
"Colorado Board of Medical Examiners,CO",Colorado Department of Education,0.3464175944202382,"Pennsylvania State Board of Licensed Acupuncture,PO Box 2649,C/O State Board of Osteopathic Medicine,Harrisburg,17105-2649",0.9994933,"Colorado Board of Medical Examiners,1560 Broadway Ste 1350,Denver,80202-5146",0.9268027314447003
"Illinois Department of Professional Regulation,IL","Illinois Department of Professional Regulation-Optometry,320 W Washington St,Springfield,62786",0.5028089969666482,Illinois Department of Public Health-EMS,0.99971443,"Illinois Department of Professional Regulation,320 W Washington St,Fl 3,Springfield,62701-1142,United States",0.9294008131192766
"Iowa Department of Public Health,Lucas State Office Bldg,321 E 12th St,Des Moines,IA,50319-0075","Iowa Department of Public Health Bureau of Professional Licensure,321 E 12th St Lucas,State Office Bldg,Des Moines",0.7522881398771957,"Mississippi State Department of Health,570 E Woodrow Wilson Ave,Po Box 1700,Jackson,39216-4538,United States",0.99976754,"Iowa Department of Public Health Bureau of Professional Licensure,321 E 12th St Lucas,State Office Bldg,Des Moines",0.9549525109393959
"California Physician Assistant Committee,CA",American Medical Association-Physician Assistant,0.45919543173529154,"California Physician Assistant Board,2005 Evergreen St,Ste 1100,Sacramento,95815-3893,United States",0.9994128,American Medical Association-Physician Assistant,0.8878343203796564
"Dental Board of California,CA","Dental Board of California,2005 Evergreen St Ste 1550,Sacramento,95815-3894",0.3145388247174694,"Pennsylvania State Board of Licensed Acupuncture,PO Box 2649,C/O State Board of Osteopathic Medicine,Harrisburg,17105-2649",0.9994334,"Dental Board of California,2005 Evergreen St Ste 1550,Sacramento,95815-3894",0.9228749228534152
"Georgia Composite State Bd of Medical Examiners,2 Peachtree St NW,10th Fl,Atlanda,GA,30303","Georgia Composite Medical Board,2 Peachtree St Nw,Fl 6,Atlanta,30303-3142,United States",0.5614460682448815,"State of Tennessee, Division of Health Related Boards,665 Mainstream Dr Fl 2,Nashville,37243-1003",0.99953556,"Georgia Composite Medical Board,2 Peachtree St Nw,Fl 6,Atlanta,30303-3142,United States",0.9615519457959643
DC Board of Nursing,"Department of Treasury,15th St and Hamilton Place,Washington DC",0.32008724920651294,Michigan Board of Pharmacy,0.9995979,"D.C. Board of Nursing,899 N Capitol St Ne,Health Professional Licensing Administration,Washington,20002",0.8881283354089408
"California Board of Podiatric Medicine,CA","Washington Podiatric Medical Board,United States",0.41155031826683336,"Mississippi Board of Psychology,PO Box 20,Jackson,39205-0020",0.99975264,"California Board of Podiatric Medicine,1430 Howe Ave,License Verification,Sacramento,95825-3204",0.9199001350741401
"Northern Mariana Islands Board of Nursing,PO Box 501458,CDA Bldg, 2nd Fl,Saipan MP,96950","Northern Mariana Islands Medical Professional Licensing Board,Po Box 501458,Office Manager,Saipan,96950",0.6643907158690665,"California Board of Registered Nursing,PO Box 944210,Sacramento,94244,United States",0.9997553,"Northern Mariana Islands Medical Professional Licensing Board,Po Box 501458,Office Manager,Saipan,96950",0.9445006471063966
"Georgia Board of Nursing,GA","Georgia Board of Nursing,237 Coliseum Dr,Macon,31217-3858,United States",0.29718393209255495,"Georgia State Board of Examiners of Psychologists,237 Coliseum Dr,Macon,31217-3858",0.99925506,"Georgia Board of Nursing,237 Coliseum Dr,Macon,31217-3858,United States",0.9067323179285824
"Idaho Board of Nursing,ID","Idaho Board of Nursing,PO Box 83720,Boise,83720-0061",0.2843667820775945,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.9992907,"Idaho Board of Nursing,PO Box 83720,Boise,83720-0061",0.9398443659007688
"Indiana Health Professions Bureau,IN","Indiana Health Professions Bureau,402 W Washington St,Rm W072,Indianapolis,46204",0.5209625945292347,"Indiana Health Professions Bureau-CDS,402 W Washington St,Rm W041,Indianapolis,46204",0.9995653,"Indiana Health Professions Bureau,402 W Washington St,Rm W072,Indianapolis,46204",0.9362901563075658
"West Virginia Board of Dentistry,1319 Robert C Bird Dr,Crab Orchard,WV,25827","West Virginia Board of Dental Examiners,1319 Robert C Byrd Dr,Po Box 1447,Crab Orchard,25827-None",0.6596176298519011,"West Virginia Board of Medicine-Physician Asst,101 Dee Dr,Charleston,25311",0.99965155,"West Virginia Board of Dental Examiners,1319 Robert C Byrd Dr,Po Box 1447,Crab Orchard,25827-None",0.9555407400683632
"New Jersey State Medical Board,NJ","New Jersey State Board of Dentistry,PO Box 45005,Newark,7101",0.3227659562471562,New York State Education Department,0.9992108,"New Jersey State Medical Board,PO Box 183,Document Management Unit / License Verification,Trenton,08625-0183",0.9179957017475812
"Pennsylvania State Board of Medicine,PA",Pennsylvania State Police,0.34601550139705634,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.99968,"Pennsylvania State Board of Medicine,PO Box 2649,Harrisburg,17105-2649",0.9426972276995905
"Georgia Composite State Bd of Medical Examiners,2 Peachtree St, NW,10th Fl,Atlanta,GA,30303","Georgia Composite Medical Board,2 Peachtree St Nw,Fl 6,Atlanta,30303-3142,United States",0.6764651049575983,"State of Nevada Emergency Medical Systems,4150 Technology Way,Ste 101,Carson City,89706-2028,United States",0.9995906,"Georgia Composite Medical Board,2 Peachtree St Nw,Fl 6,Atlanta,30303-3142,United States",0.9670574661128841
MAP,No Match,0.0,eMedCert,0.44228262,Washington Medicaid,0.7869898222041837
"Arizona Board of Podiatry Examiners,AZ","Arizona Board of Osteopathic Examiners in Medicine,United States",0.393393290645609,"Mississippi Board of Psychology,PO Box 20,Jackson,39205-0020",0.99962366,"Arizona Board of Podiatry Examiners,1400 W Washington St,Ste 230,Phoenix,85007-2937,United States",0.9438955033569273
"California Board of Behavioral Sciences,CA","California Board of Behavioral Sciences,1625 N Market Blvd,Ste S 200,Sacramento,95834-1924,United States",0.48637804988242667,Michigan Board of Pharmacy,0.999668,"California Board of Behavioral Sciences,1625 N Market Blvd,Ste S 200,Sacramento,95834-1924,United States",0.9248120314510034
"Colorado Board of Psychologist Examiners,CO","Colorado Board of Psychologist Examiners,1560 Broadway Ste 1350,Denver,80202-5146",0.44991834642952944,"Kentucky Board of Speech-Language, Audiology,PO Box 1360,Frankfort,40602-1360",0.99963367,"Colorado Board of Psychologist Examiners,1560 Broadway Ste 1350,Denver,80202-5146",0.9317373326967994
"Colorado Board of Medical Examiners-Physician Assistant,CO",American Medical Association-Physician Assistant,0.5380801762491889,Wyoming Board of Chiropractic Examiners,0.999701,"Colorado Board of Medical Examiners-Physician Assistant,1560 Broadway Ste 1350,Denver,80202-5146",0.9364956428691924
"Arizona State Board of Nursing,AZ","Arizona Board of Nursing,1740 W Adams St,Phoenix,85007",0.32864636945475967,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.99964625,"Arizona Board of Nursing,1740 W Adams St,Phoenix,85007",0.9166566588133681
"XXXXCertification Board of Perioperative Medicine,DO NOT USE",California 805-DO,0.23423719132910134,"Alabama Board of Chiropractic,126 Chilton Pl,Verification Unit,Clanton,35045",0.9993699,"Orthopaedic Nurses Certification Board,PO Box 87,Columbia,29202",0.83942054575649
"Indiana Health Professions Bureau,IN","Indiana Health Professions Bureau,402 W Washington St,Rm W072,Indianapolis,46204",0.5209625945292347,"Indiana Health Professions Bureau-CDS,402 W Washington St,Rm W041,Indianapolis,46204",0.9995653,"Indiana Health Professions Bureau,402 W Washington St,Rm W072,Indianapolis,46204",0.9362901563075658
"Connecticut Board of Nursing,CT","Connecticut Board of Nursing,410 Capitol Ave,Po Box 340308,Hartford,06106-1367",0.3443417352662637,"Pennsylvania State Board of Licensed Acupuncture,PO Box 2649,C/O State Board of Osteopathic Medicine,Harrisburg,17105-2649",0.99938923,"Connecticut Board of Nursing,410 Capitol Ave,Po Box 340308,Hartford,06106-1367",0.929551973532473
"Ohio Board of Psychology,77 S High St,Ste 1830,Columbus,OH,43215","Ohio State Board of Psychology,77 S High St Fl 18,Columbus,43215-6135",0.5951749319962392,"Ohio Board of Pharmacy,77 S High St,Rm 17,Columbus,43215-6126",0.9998301,"Ohio State Board of Psychology,77 S High St Fl 18,Columbus,43215-6135",0.9718141515855973
"Connecticut Department of Public Health,CT",South Carolina Department of Public Health,0.47893726524498065,Illinois Department of Public Health-EMS,0.99979776,"Connecticut Department of Public Health,410 Capitol Ave MS#12APP,PO Box 340308,Hartford,06106-1367",0.9266121964003139
DC Board of Medicine - MD and,"Department of Treasury,15th St and Hamilton Place,Washington DC",0.3479874724939575,"Maryland Board of Nursing,4140 Patterson Ave,Baltimore,21215,United States",0.99967796,"D.C. Board of Medicine-MD & DO,899 N Capitol St Ne,Health Professional Licensing Administration,Washington,20002",0.8525969132452902
"Florida Board of Medicine-Physician Assistant,FL",American Medical Association-Physician Assistant,0.5147853961411359,"Idaho Board of Nursing,PO Box 83720,Boise,83720-0061",0.9995387,"Florida Board of Medicine-Physician Assistant,4052 Bald Cypress Way , Bin # C01,Medical Quality Assurance/Licensure Information,Tallahassee,32399-3251",0.9081448442803726
Transcription Number,No Match,0.0,Child Abuse Clearance,0.9109297,"National Association for Health Professionals,PO Box 459,Gardner,66030",0.7832466361551518
"Michigan Pharmacy Board,611 W Ottawa,Lansing,MI,48909","Michigan Board of Medical Professionals,611 W Ottawa St,Lansing,48909,United States",0.7428629867005497,"Oregon Health Authority Health Licensing Office-ABA Behavioral Analysis Regulatory Board,1430 Tandem Ave Ne,Ste 180,Salem,97301-2192,United States",0.9991927,"Michigan Board of Medicine,611 W Ottawa St,Ottawa Bldg,Lansing,48909,United States",0.9448637056118909
"Iowa Board of Pharmacy,400 S.W. Eighth St,Ste E,Des Moines,IA,50309-4688","Iowa Board of Medicine,400 SW 8th St,Ste C,Des Moines,50309,United States",0.5438720166661548,"Kentucky Board of Pharmacy,125 Holmes St,Ste 300,Frankfort,40601-8303",0.99960417,"Iowa Board of Pharmacy Examiners,400 Sw 8Th St Ste C,Des Moines,50309-4686",0.9742879244573804
Permanent Resident Card,No Match,0.0,Cardiovascular Credentialing International,0.9245675,U.S. Citizen & Immigration Services,0.8370937121791827
"XXXXXNational ACLS Testing Center,DO NOT USE,Ste 62,Seattle,WA,98112",Z-ACLS Certification Institute,0.2080961927209012,Emergency Nursing Pediatric Course,0.99639505,"ACLS PALS BLS Nationwide Health Training,12400 SE 38th St,Bellevue,98006,United States",0.8741641011055599
AHA,No Match,0.0,American Osteopathic Association-Dermatology,0.3270937,American Dental Assistants Association,0.831195322242005
APLS,No Match,0.0,QPRAC,0.31696802,Advanced Life Support,0.846143913423052
"State of Michigan Board of Pharmacy,PO Box 30670,Lansing,MI,48909-8170","Michigan Bureau of Health Services,PO Box 30670,Licensure Verification,Lansing,48909-8170",0.6895072312405862,"State of Wisconsin Board of Nursing,PO Box 8935,Madison,53708-8935",0.9998607,"Michigan Board of Nursing,PO Box 30018,Lansing,48909,United States",0.9292672345230686
USMLE,No Match,0.0,QPRAC,0.0528539,United Medical Education,0.8711299536237808
"Hawaii Pharmacy - Department of Public Safety Narcotics Enforcement Division,3375 Koapaka St,Ste D-100,Honolulu,HI,96819","Hawaii Department of Public Safety,3375 Koapaka St,Ste D100,Honolulu,96819-1862,United States",0.6329057918143768,"Massachusetts Department of Public Health-Radiation Control Program,529 Main St,Ste 1M2A,Charlestown,02129-1108,United States",0.9998,"Hawaii Department of Public Safety,3375 Koapaka St,Ste D100,Honolulu,96819-1862,United States",0.9339152005243667
CSFA,No Match,0.0,FBI Finger Prints,0.2293569,Federal Motor Carrier Safety Administration,0.8137398454706255
"New Hampshire Medical Board,121 South Fruit Street,Ste 301,Concord,NH,03301","New Hampshire Medical Board,121 S Fruit St,Concord,03301-2412",0.6792208742246418,"New Hampshire Medical Board,121 S Fruit St,Concord,03301-2412",0.999338,"New Hampshire Medical Board,121 S Fruit St,Concord,03301-2412",0.9874624418384055
"Maryland Department of Health and Mental Hygiene,4201 Patterson Ave,Baltimore,MD,21215","Maryland Board of Dietetic Practice,4201 Patterson Ave,Dept Of Health/Mental Hygiene,Baltimore,21215",0.7529584738860488,"Arizona Department of Health Services Bureau of Radiation Control,4814 S 40th St,Phoenix,85040,United States",0.9997543,"Maryland Board of Dietetic Practice,4201 Patterson Ave,Dept Of Health/Mental Hygiene,Baltimore,21215",0.9441510962501506
National Board of Medical Examiners,"National Association of Medical Professionals,United States",0.5004642694005759,"National Board of Examinations-Delhi,PO Box 4931,New Delhi,India",0.9996028,"National Board of Medical Examiners,3750 Market St,Philadelphia,19104-3102",0.9125266507337225
"West Virginia Board of Osteopathic Medicine,405 Capital Street,Suite 402,Charleston,WV,25301","West Virginia Board of Osteopathy-Physician Assistants,405 Capitol St,Ste 402,Charleston,25301",0.5517990218529956,"Michigan Board of Osteopathic Medicine & Surgery,PO Box 30670,Lansing,48909",0.9995664,"West Virginia Board of Osteopathy,405 Capitol St Ste 402,Charleston,25301-1784",0.9809176510074628
ENLS Certification,CPR Certification,0.24017536939968834,X-Ray Certification,0.9982891,National Board of Nutrition Support Certification,0.8037048101531572
